婉约与豪放,词内容
豪放,千古江山，英雄无觅，孙仲谋处。舞榭歌台，风流总被，雨打风吹去。斜阳草树，寻常巷陌，人道寄奴曾住。想当年，金戈铁马，气吞万里如虎。  元嘉草草，封狼居胥，赢得仓皇北顾。四十三年，望中犹记，烽火扬州路。可堪回首，佛狸祠下，一片神鸦社鼓。凭谁问，廉颇老矣，尚能饭否？
婉约,"丁未五月归国,旋堡东渡，却寄沪上诸子瀚海飘流燕。乍归来、依依难认，旧家庭院。惟有年时芳俦在，一例差池双剪。相对向、斜阳凄怨。欲诉奇愁无可诉，算兴亡、已惯司空见。忍抛得，泪如线。故巢似与人留恋。最多情、欲黏还坠，落泥片片。我自殷勤衔来补，珍重断红犹软。又生恐、重帘不卷。十二曲阑春寂寂，隔蓬山、何处窥人面？休更问，恨深浅。"
婉约,晚日金陵岸草平，落霞明，水无情。六代繁华，暗逐逝波声。空有姑苏台上月，如西子镜，照江城。
婉约,春日宴，绿酒一杯歌一遍。再拜陈三愿。一愿郎君千岁，二愿妾身长健，三愿如同梁上燕，岁岁长相见。
婉约,春浅，红怨，掩双环。微雨花间，昼闲。无言暗将红泪弹。阑珊，香销轻梦还。斜倚画屏思往事，旨不是，空作相思字。记当时垂柳丝，花枝，满庭蝴蝶儿。
婉约,南园春半踏青时，风和闻马嘶。青梅如豆柳如眉，日长蝴蝶飞花露重，草烟低，人家帘幕垂。秋千慵困解罗衣，画梁双燕栖。
豪放,洗尘寰。万象入横溃，依旧一峰闲。仰危巢，双鹄过，杳难攀。人间此险何用？万古秘神奸。不用燃犀下照，未必饮飞强射，有力障狂澜。唤取骑鲸客，挝鼓过银山。
婉约,落日熔金，暮云合璧，人在何处？染柳烟浓，吹梅笛怨，春意知几许？元宵佳节，融和天气，次第岂无风雨？来相召、香车宝马，谢他酒朋诗侣。中州盛日，闺门多暇，记得偏重三五。铺翠冠儿，捻金雪柳，簇带争济楚。如今憔悴，风鬟霜鬓，怕见夜间出去。不如向、帘儿底下，听人笑语。
豪放,绕床饥鼠，蝙蝠翻灯舞。屋上松风听急雨，破纸窗间自语。  平生塞北江南，归来华发苍颜。布被秋宵梦觉，眼前万里江山。
豪放,惨结秋阴，西风送、霏霏雨湿。凄望眼、征鸿
豪放,祖国沉沦感不禁，闲来海外觅知音。金瓯已缺总须补，为国牺牲敢惜身！  嗟险阻，叹飘零。关山万里作雄行。休言女子非英物，夜夜龙泉壁上鸣。
婉约,曾看洛阳旧谱，只许姚黄独步。若比广陵花，太亏他。旧日王侯园圃，今日荆榛狐兔。君莫说中州，怕花愁。
豪放,亭皋木叶下，原隰菊花黄。凭高满眼秋意，时节近重阳。追想彭门往岁，千骑云屯平野，高宴古球场。吊古论兴废，看剑引杯长。感流年，思往事，重凄凉。当时坐间英俊、强半已凋亡。慨念平生豪放，自笑如今霜鬓，漂泊水云乡。已矣功名志，此意付清觞。
婉约,衰柳白门湾，潮打城还。小长干接大长干。歌板酒旗零落尽，剩有渔竿。秋草六朝寒，花雨空坛。更无人处一凭阑。燕子斜阳来又去，如此江山。
豪放,江南江北雪漫漫，遥知易水寒。同云深处望三关，断肠山又山。天可老，海能翻，消除此恨难！频闻遣使问平安，几时鸾辂还？
豪放,买陂塘、旋栽杨柳，依稀淮岸湘浦。东皋嘉雨新痕涨，沙觜鹭来鸥聚。堪爱处，最好是，一川夜月光流渚。无人独舞。任翠幄张天，柔茵藉地，酒尽未能去。  青绫被，莫忆金闺故步。儒冠曾把身误。弓刀千骑成何事？荒了邵平瓜圃。君试觑，满青镜、星星鬓影今如许！功名浪语。便似得班超，封侯万里，归计恐迟暮。
婉约,为甚夜来添病，强临宝镜，憔悴娇慵。一任钗横鬓乱，永日熏风。恼脂消榴红径里，羞玉减蝶粉丛中。思悠悠，垂帘独坐，传遍熏笼。朦胧。玉人不见，罗裁囊寄，锦写封。约在春归，来依旧各西东。粉墙花影来疑是，罗帐雨梦断成空。最难忘，屏边瞥见，野外相逢。
婉约,腊八日与洪仲简溪行，其夜雪作。野店冬。绿酒春浓。念如今、此意谁同？溪光不尽，山翠无穷。有几枝梅，几竿竹，几株松。蓝舆乘兴，薄暮疏钟。望孤村、斜日匆匆。夜窗雪阵，晓枕云峰。便拥渔蓑，顶渔笠，作渔翁。
婉约,故人送我出阳关，无计锁雕鞍。今古别离难。兀谁画娥眉远山。一尊别酒，一声杜宇，寂寞又春。明月小楼间，第一夜相思泪弹。
豪放,三月七日，沙湖道中遇雨。雨具先去，同行皆狼狈，余独不觉。已而遂晴，故作此词。莫听穿林打叶声，何妨吟啸且徐行，竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生。料峭春风吹酒醒，微冷。山头斜照却相迎。回首向来萧瑟处，归去，也无风雨也无晴。
豪放,家住苍烟落照间，丝毫尘事不相关。斟残玉潍行穿竹，卷罢《黄庭》卧看山。贪啸傲，任衰残，不妨随处一开颜。元知造物心肠别，老却英雄似等闲。
婉约,清润风光雨后天，蔷薇花谢绿窗前，碧琉璃瓦欲生烟。十里闲情凭蝶梦，一春幽怨付鲲弦。小楼今夜月重圆。
婉约,淳熙己亥，自湖北漕移湖南，同官王正之置酒小山亭，为赋。更能消，几番风雨，匆匆春又归去。惜春长怕花开早，何况落红无数。春且住。见说道、天涯芳草迷归路。怨春不语。算只有殷勤、画檐蛛网，尽日惹飞絮。长门事，准拟佳期又误。蛾眉曾有人妒。千金纵买相如赋，脉脉此情谁诉。君莫舞。君不见，玉环飞燕皆尘土。闲愁最苦。休去倚危楼，斜阳正在，烟柳断肠处。
豪放,为问杜鹃，抵死催归，汝胡不归？似辽东白鹤，尚寻华表；海中玄鸟，犹记乌衣。吴蜀非遥，羽毛自好，合趁东风飞向西。何为者，却身羁荒树，血洒芳枝。兴亡常事休悲，算人世荣华都几时。看锦江好在，卧龙已矣；玉山无恙，跃马何之。不解自宽，徒然相劝，我辈行藏君岂知？闽山路，待封侯事了，归去非迟。
豪放,八月涛声吼地来，头高数丈触山回。须臾却入海门去，卷起沙堆似雪堆。
婉约,瓜洲渡口，恰恰城如斗。乱絮飞钱迎马首，也学玉关榆柳面前直控金山，极知形胜东南。更愿诸公着意，休教忘了中原。
豪放,金陵城上西楼，倚清秋。万里夕阳垂地、大江流。中原乱，簪缨散，几时收？试倩悲风吹泪、过扬州。
豪放,晚日金陵岸草平，落霞明，水无情。  六代繁华，暗逐逝波声。  空有姑苏台上月，如西子镜照江城。
婉约,雕梁画栋原无数，不问主人随意住。红襟惹尽百花香，翠尾扫开三月雨。半年别我归何处？相见如将离恨诉。海棠枝上立多时，飞向小桥西畔去。
豪放,千霜万雪。受尽寒磨折。赖是生来瘦硬，浑不怕、角吹彻。清绝。影也别。知心惟有月。原没春风情性，如何共、海棠说。
婉约,常记溪亭日暮，沉醉不知归路。兴尽晚回舟，误入藕花深处。争渡，争渡，惊起一滩鸥鹭。
婉约,薄衾小枕凉天气，乍觉别离滋味。展转数寒更，起了还重睡。毕竟不成眠，一夜长如岁。也拟待、却回征辔；又争奈、已成行计。万种思量，多方开解，只恁寂寞厌厌地。系我一生心，负你千行泪。
婉约,北行见杏花裁剪冰绡，轻叠数重，淡着胭脂匀注。新样靓妆，艳溢香融，羞杀蕊珠宫女。易得凋零，更多少无情风雨！愁苦，问院落凄凉，几番春暮？凭寄离恨重重，这双燕，何曾会人言语！天遥地远，万水千山，知他故宫何处。怎不思量，除梦里有时曾去。无据，和梦也新来不做。
豪放,夜色明河静，好风来千里。水殿谪仙人，皓齿清歌起。  前声金斝中，后声银河底。一夜岭头云，绕遍楼前水。
豪放,绿山仙子，高情云渺，不学痴牛骏女。风箫声断月明中，举手谢、时人欲去。客槎曾犯，银河微浪，尚带天风海雨。相逢一醉是前缘，风雨散、飘然何处。
婉约,西风乱叶溪桥树，秋在黄花羞涩处。满袖尘埃推不去；马蹄霜浓，鸡声淡月，寂寂荒村路。身名都被儒冠误，十载重来慢如许。且尽清樽公莫舞；六朝旧事，一江流水，万感天涯暮。
婉约,紫黯红愁无绪，日暮春归甚处？春更不回头，撇下一天浓絮。春住！春住！腕了人家庭宇。
婉约,浮云集，轻雷隐隐初惊蛰。初惊蛰，鹑鸠鸣怒，绿杨风急。玉炉烟重香罗润，拂墙浓杏燕支湿。燕支湿，花梢缺处，画楼人立。
豪放,塞马南来，五陵草树无颜色。云气黯，鼓蕈声震，天穿地裂。百二河山俱失险，将军束手无筹策。渐烟尘、飞度九重城，蒙金阙。长戈袅，飞鸟绝。原厌肉，川流血。叹人生此际，动成长别。回首玉津春色早，雕栏犹挂当时月，更西来、流水绕城根，空呜咽。
豪放,缥缈危亭，笑谈独在千峰上。与谁同赏，万里横烟浪。  老去情怀，犹作天涯想。空惆怅。少年豪放，莫学衰翁样。
豪放,自幼曾攻经史，长成亦有权谋。恰如猛虎卧荒丘，潜伏爪牙忍受。不幸刺文双颊，那堪配在江
婉约,午梦扁舟花底，香满西湖烟水。急雨打篷声，梦初惊。却是池荷跳雨，散了真珠还聚。聚作水银窝，泻清波。
婉约,买得杏花，十载归来方始坼。假山西畔药阑东，满枝红。旋开旋落旋成空。白发多情人更惜。黄昏把酒祝东风，且从容。
婉约,庭下石榴花乱吐，满地绿亭午。午睡觉来时自语，悠扬魂梦，黯然情绪，蝴蝶过墙去。骎骎娇眼开仍殖，悄无人至还凝伫。团不摇风自举，盈盈翠竹，纤纤白芒。不受些儿暑。
豪放,"缚虎手，悬河口，车如鸡栖马如狗。白纶巾，扑黄尘，不知我辈可是蓬蒿人？衰兰送客咸阳道，天若有情天亦老。作雷颠，不论钱，谁问旗亭美酒斗十千？  酌大斗，更为寿，青鬓长青古无有。笑嫣然，舞翩然，当垆秦女十五语如弦。遗音能记秋风曲，事去千年犹恨促。揽流光，系扶桑,争奈愁来一日却为长。"
豪放,朝云横度，辘辘车声如水去。白草黄沙，月照孤村三两家。  飞鸿过也，万结愁肠无昼夜。渐近燕山，回首乡关归路难。
豪放,丁未九月南渡，泊舟仪真江口作。(序)  惨结秋阴，西风送、霏霏雨湿。凄望眼、征鸿几字，暮投沙碛。试问乡关何处是，水云浩荡迷南北。但一抹、寒青有无中，遥山色。  天涯路，江上客。肠欲断，头应白。空搔首兴叹，暮年离拆。须信道消忧除是酒，奈酒行有尽情无极。便挽取、长江入尊罍，浇胸臆。
婉约,楚江空晚。怅离群万里，悦然惊散。自顾影、欲下寒塘，正沙净草枯，水平天远。写不成书，只寄得、相思一点。料因循误了，毡拥雪，故人心眼。谁怜旅程荏苒。漫长门夜悄，锦筝弹怨。想伴侣、犹宿芦花，也曾念春前，去程应转。暮雨相呼，怕蓦地、玉关重见。未羞他、双燕归来，画帘半卷。
豪放,老大那堪说。似而今、元龙臭味，孟公瓜葛。我病君来高歌饮，惊散楼头飞雪。笑富贵千钧如发。硬语盘空谁来听？记当时、只有西窗月。重进酒，换鸣瑟。  事无两样人心别。问渠侬:神州毕竟，几番离合？汗血盐车无人顾，千里空收骏骨。正目断关河路绝。我最怜君中宵舞，道“男儿到死心如铁”。看试手，补天裂。
婉约,接叶巢莺，平波卷絮，断桥斜日归船。能几番游，看风又是明年。东风且伴蔷薇住，到蔷薇、春已堪怜。更凄然、万绿西泠，一抹荒烟。当年燕子知何处，苔深韦曲，草暗斜川。见说新愁，如今也到鸥边。无心再续笙歌楚，掩重门、浅醉闲眠。莫开帘。怕见飞花，怕听啼鹃。
婉约,舞裙香暖金泥凤，画梁语燕惊梦。门外柳花飞，玉郎犹未归愁匀红粉泪，眉剪春山翠。何处是辽阳？锦屏春昼长。
豪放,堂上谋臣尊俎，边头将士干戈。天时地利与人和，燕可伐欤曰可。今日楼台鼎鼐，明年带砺山河。大家齐唱大风歌，不日四方来贺。
豪放,百迭青山江一缕，十里人家，路绕南台去。榕叶满川飞白鹭，疏帘半卷黄昏雨。楼阁峥峡天尺五，荷芙风清，习习消祥暑。老子人间无著处，一尊来作横山主。
豪放,青锦缠条佩剑，紫丝络辔飞骡。入关意气喜生风，年少胸吞云梦。金阙日高露波，东华尘软香红。争看荀氏第三龙，春暖桃花浪涌。
豪放,千里莺啼绿映红，水村山郭酒旗风。  南朝四百八十寺，多少楼台烟雨中。
豪放,醉。回首洛阳花石尽，烟渺忝离之地。更不复、新亭堕泪。簇乐红妆摇画舫，问中流、击楫何人是？千古恨、几时洗？余生自负澄清志。更有谁、磕溪未遇，傅岩未起。国事如今谁依仗，衣带一江而已！便都道、江神堪恃。借问孤山林处士，但掉头、笑指梅花蕊。天下事，可知矣！
婉约,香冷金猊，梦回鸳帐余香嫩；更无人问，一枕江南恨！消瘦休文，顿觉春衫衬。清明近，杏花吹尽。薄暮东风紧。
豪放,高咏楚词酬午日，天涯节序匆匆。榴花不似舞裙红。无人知此意，歌罢洒帘风。  万事一身伤老矣，戎葵凝笑墙东。酒杯深浅去年同。试浇桥下水，今夕到湘中。
豪放,塞草烟光阔，渭水波声咽。春朝雨霁，轻尘敛，征鞍发。指青青杨柳，又是轻攀折。动黯然，知有后会，甚时节？  更尽一杯酒，歌一阕。叹人生里，难欢聚，易离别。且莫辞沉醉，听取阳关彻。念故人千里，自此共明月。
豪放,放船千里凌波云，略为吴山留顾。云屯水府，涛随神女，九江东注。北客翩然，壮心偏感，年华将暮。念伊嵩旧隐，巢由故友，南柯梦，遽如许。回首妖氛未扫，问人间、英雄何处？奇谋报国，可怜无用。尘昏白羽。铁锁横江，锦帆冲浪，孙郎良苦。但愁敲桂棹，悲吟梁父，泪流如雨。
豪放,百五佳期过也未？但笳吹，催千骑。看珠懈盈盈分两地。君住也，缘何意？侬去也，缘何意？召缓征和医并至。眼下病，肩头事。怕愁重加春担不起。侬去也，心应碎！君住也心应碎！
婉约,谁念西风独自凉，萧萧黄叶闭疏窗，沉思往事立阳。被酒莫惊春睡重，赌书消得泼茶香，当时只道是寻常。
豪放,梦绕松江属玉飞，秋风苑美更铲肥。不因入海求诗句，万里投荒亦岂宜？青箸笠，绿荷衣，斜风细雨也须归。崖州险似风波海，海里风浪有定时。
婉约,春夜阑，春恨切，花外子规啼月。人不见，梦难凭，红纱一点灯。偏怨别，是芳节，庭下丁香千结。宵雾散，晓霞晖，梁间双燕飞。
婉约,帘幕疏疏风透，一线香飘金兽。朱栏倚遍黄昏后，廊上月华如昼。别离滋味浓于酒，著人瘦。此情不及墙东柳，春色年年如归。
豪放,卷却诗书上钓船，身披蓑笠执鱼竿。棹向碧波深处去，几重滩。不是从前为钓者，盖缘时世掩良贤。所以将身岩薮下，不朝天。
豪放,细数十年事，十处过中秋。今年新梦，忽到黄鹤旧山头。老子个中不浅，此会天教重见，今古一南楼。星汉淡无色，玉镜独空浮。  敛秦烟，收楚雾，熨江流。关河离合，南北依旧照清愁。想见姮娥冷眼，应笑归来霜鬓，空敝黑貂裘。酾酒问蟾兔，肯去伴沧洲
豪放,曳杖危楼去。斗垂天、沧波万顷，月流烟渚。扫尽浮云风不定，未放扁舟夜渡。宿雁落、寒芦深处。怅望关河空吊影，正人间、鼻息鸣鼍鼓。谁伴我，醉中舞？  十年一梦扬州路。倚高寒、愁生故国，气吞骄虏。要斩楼兰三尺剑，遗恨琵琶旧语。谩暗涩、铜华尘土。唤取谪仙平章看，过苕溪、尚许垂纶否？风浩荡，欲飞举。
豪放,日照澄洲江雾开，淘金女郎满江隈。美人首饰侯王印，尽是沙中浪底来。
婉约,水晶帘外娟娟月，梨花枝上层层雪。花月两模糊，隔窗看欲无。月华今夜黑，全见梨花白。花也笑姮娥，让他春色多。
豪放,直节堂堂，看夹道冠缨拱立。渐翠谷、群仙东下，佩环声急。谁信天峰飞堕地，傍湖千丈开青壁。是当年、玉斧削方壶，无人识。  山木润，琅玕湿。秋露下，琼珠滴。向危亭横跨，玉渊澄碧。醉舞且摇鸾凤影，浩歌莫遣鱼龙泣。恨此中、风物本吾家，今为客。
豪放,远岸收残雨，雨残稍觉江天暮。拾翠汀洲人寂蒂，立双双鸥鹭。望几点、渔灯隐映兼葭浦。停画榛，两两舟人语。道去程今夜，遥指前村烟树。游宦成羁旅，短橘吟倚闲凝伫。万水千山迷远近，想乡关何处？自别后、风亭月榭孤欢聚。刚断肠、惹得离情苦。听杜宇声，劝人不如归去。
豪放,手卷真珠上玉钩，依前春恨锁重楼。风里落花谁是主？思悠悠。青鸟不传云外信，丁香空结雨中愁。回首绿波三楚暮，接天流。
婉约,雪似梅花，梅花似雪。似和不似都奇绝。恼人风味阿谁知？请君问取南楼月。记得去年，探梅时节。老来旧事无人说。为谁醉倒为谁醒？到今犹恨轻离别。
婉约,不是爱风尘，似被前缘误。花落花开自有时，总赖东君主去也终须去，住也如何住！若得山花插满头，莫问奴归处。
豪放,不见南师久，漫说北群空。当场只手，毕竟还我万夫雄。自笑堂堂汉使，得似洋洋河水，依旧只流东？且复穹庐拜，会向藁街逢！  尧之都，舜之壤，禹之封。于中应有，一个半个耻臣戎！万里腥膻如许，千古英灵安在，磅礴几时通？胡运何须问，赫日自当中！
豪放,卮酒向人时，和气先倾倒。最要然然可可，万事称好。滑稽坐上，更对鹃夷笑。寒与热，总随人，甘国老。少年使酒，出口人嫌
婉约,山绕平湖波撼城，湖光倒影浸山青，水晶帘下欲三更。雾柳暗时云度月，露荷翻处水流萤，萧萧散发到天明。
豪放,把酒对斜日，无语问西风。胭脂何事，都做颜色染芙蓉。放眼暮江千顷，中有离愁万斛，无处落征鸿。天在阑干角，人倚醉醒中。  千万里，江南北，浙西东。吾生如寄，尚想三径菊花丛。谁是中州豪杰，借我五湖舟楫，去作钓鱼翁。故国且回首，此意莫匆匆。
婉约,见也如何暮，别也如何遽。别也应难见也难，后会难凭据。去也如何去，住也如何住。住也应难去也难，此际难分付。
婉约,望处雨收云断，凭阑悄悄，目送秋光。晚景萧疏，堪动宋玉悲凉。水风轻、・花渐老。月露冷、梧叶飘黄。遣情伤，故人何在，烟水茫茫。难忘，文期酒会，几孤风月，屡变星霜。海阔山遥，未知何处是潇湘？念双燕、难凭远信，指暮天、空识归航。黯相望，断鸿声里，立尽斜阳。
豪放,濯锦江边两岸花，春风吹浪正淘沙。女郎剪下鸳鸯锦，将向中流定晚霞。
豪放,摆首出红尘，醒醉更无时节。活计绿蓑青笠，惯披霜冲雪。晚来风定钓丝闲，上下是新月。
豪放,霜日明霄水蘸空，鸣鞘声里绣旗红，淡烟衰草有无中。万里中原烽火北，一尊浊酒戍楼东，酒阑挥泪向悲风。
婉约,南阜小亭台，薄有山花取次开。寄语多情熊少府；晴也须来，雨也须来。随意且衔杯，莫惜春衣坐绿苔。若待明朝风雨过，人在天涯！春在天涯。
婉约,枕前发尽千般愿，要休且待青山烂，水面上秤锤浮，直待黄河彻底枯。白日参辰现，北斗回南面，休即未能休，且待三更见日头。
婉约,明月淡飞琼，云薄中酒。收尽盈盈舞絮飘，点点轻鸥咒。晴浦晚风寒，青山玉骨瘦。回看亭亭雪映窗，淡淡烟垂岫。
婉约,汉上繁华，江南人物，尚遗宣政风流。绿窗朱户，十里烂银钩。一旦刀兵齐举，旌旗拥、百万狼貅。长驱入，歌台舞榭，风卷落花愁。清平三百载，典章人物，扫地俱休。幸此身未北，犹客南州。破鉴徐郎何在，空惆怅、相见无由。从今后，梦魂千里，夜夜岳阳楼。
豪放,钓台渔父褐为裘，两两三三前偏舟。  能纵棹，惯乘流，长江白浪不曾忧。
婉约,蕙花香也，雪晴池馆如画。春花飞到，宝钗楼上，一片笙箫，琉璃光射，而今灯漫挂。不是暗尘明月，那时元夜。况年来、心懒意怯，羞与蛾儿争耍。江城人悄初更打，问繁华谁解，再向天公借。剔红她，梦里隐隐，钿车罗帕。吴银粉砑，待把旧家风景，写成闲话。笑绿鬟邻女，倚窗犹唱，夕阳西下。
豪放,外，风雨声中。争先见面重重，看爽气朝来三数峰。似谢家子弟，衣冠磊落；相如庭户，车骑雍容。我觉其间，雄深雅健，如对文章太史令。新堤路，问偃湖何日，烟水豫漾。
豪放,芳菲歇，故园目断伤心切。伤心切。无边烟水，无穷山色。可堪更近乾龙节，眼中泪尽空啼血。空啼血，子规声外，晓风残月。
婉约,闻道长安灯夜好，雕轮宝马如云。蓬莱清浅对孤棱，玉皇开碧落，银界失黄昏。谁见江南憔悴客，端忧懒步芳尘。小屏风畔冷香凝，酒浓春入梦，窗破月寻人。
豪放,江上东西离别饶，旧条折尽折新条。  亦知春色人将去，犹胜狂风取次飘。
豪放,闲梦远，南国正芳春。船上管弦江面绿，满城飞絮滚轻尘，忙杀看花人。
婉约,纷纷坠叶飘香砌。夜寂静，寒声碎。真珠帘卷玉楼空，天淡银河垂地。年年今夜，月华如练，长是人千里。愁肠已断无由醉。酒未到，先成泪。灯明灭枕头鼓，谙尽孤眠滋味。都来此事，眉间心上，无计相回避。
婉约,花满院，飞去飞来双燕。红雨入帘寒不卷，晓屏山六。翠袖玉笙凄断，脉脉两蛾愁浅。消息不知郎近远，一春长梦见。
婉约,柳锁莺魂，花翻蝶梦，自知愁染潘郎0轻衫未揽，犹将泪点偷藏。念前事，怯流光，早春窥、酥雨池塘。向消凝里，梅开半面，情满徐妆。风丝一寸柔肠，曾在歌边惹恨，烛底萦香。芳机瑞锦，如何未织鸳鸯。人扶醉，月依墙，是当初、谁敢疏狂！把闲言语，花房夜久，各自思量。
豪放,诉。更南浦，送君去！凉生岸柳销残暑。耿斜河、疏星淡月，断云微度。万里江山知何处？回首对床夜语。雁不到、书成谁与？目尽青天怀今古，肯儿曹恩怨相尔汝？举大白，听金缕。
婉约,月黑星移灯屡闪，依稀打过初更。清游如此太多情。豆花凉帖地，知雨咽虫声。渐逼疏蓬风淅淅，几家茅屋都扃。茨茹荷叶认零星。不知潮欲落，渔梦悄然生。
婉约,汴水流，泗水流，流到瓜州古渡头。吴山点点愁。思悠悠，恨悠悠，恨到归时方始休。月明人倚楼。
豪放,雨恨云愁，江南依旧称佳丽。水村渔市，一缕孤烟细。  天际征鸿，遥认行如缀。平生事，此时凝睇，谁会凭栏意。
婉约,驿外断桥边，寂寞开无主。已是黄昏独自愁，更著风和雨。无意苦争春，一任群芳妒。零落成泥碾作尘，只有香如故。
豪放,"归!目断吾庐小翠微。斜阳外,白鸟傍山飞。"
豪放,记玉关踏雪事清游，寒气脆貂裘。傍枯林古道，长河饮马，此意悠悠。短梦依然江表，老泪洒西州。一字无题外，落叶都愁。载取白云
豪放,畏路风波不自难，绳床聊借一宵安，鸡鸣风雨曙光寒。秋草黄迷前人渡，夕阳红入隔江山。人生何事马蹄间？
婉约,晓日压重檐，斗帐春寒起来忺。天气困人梳洗懒，眉尖，淡画春山不喜添。闲把绣丝衿，认得金针又倒拈。陌上游人归也未？恹恹，满院杨花不卷帘。
豪放,云气吞江卷夕阳。白头波上电飞忙，奔雷惊雨溅胡床。  玉节故人同壮观，锦囊公子更平章。榕阴归梦十分凉。
婉约,春风只在园西畔，荠菜花繁胡蝶乱。冰池晴绿照还空，香径落红吹已断。意长翻恨游丝短，尽日相思罗带缓。宝奁如月不欺人，明日归来君试看。
豪放,赤壁矶头，一番过、一番怀古。想当时，周郎年少，气吞区宇。万骑临江貔虎噪，千艘列炬鱼龙怒。卷长波、一鼓困曹瞒，今如许？  江上渡，江边路。形胜地，兴亡处。览遗踪，胜读史书言语。几度东风吹世换，千年往事随潮去。问道傍、杨柳为谁春，摇金缕。
婉约,一曲新词酒一杯，去年天气旧亭台。夕阳西下几时回？无可奈何花落去，似曾相识燕归来。小园香径独徘徊。
婉约,枕障薰炉隔绣帷，二年终日苦相思，杏花明月始相知。天上人间何处去？旧欢新梦觉来时，黄昏微雨画帘垂。
豪放,江山残照，落落舒清眺。涧壑风来号万窍，尽入长松悲啸。  井蛙瀚海云涛，醯鸡日远天高。醉眼千峰顶上，世间多少秋毫
婉约,春山烟欲收，天澹星稀小。月脸边明，别泪临清晓。语已多，情未了。回首犹重道：记得绿罗裙，处处怜芳草。
婉约,风乍起，吹绉一池春水。闲引鸳鸯香径里，手接红杏蕊。斗鸭阑干独倚，碧玉搔头斜坠。终日望君君不至，举头闻鹊喜。
婉约,辔摇衔铁，蹴踏平原雪。勇趁军声曾汗血，闲过升平时节。茸茸春草天涯，涓涓野水晴沙。多少骅骚老去，至今犹困盐车。
豪放,江山自雄丽，风露与高寒。寄声月姊，借我玉鉴此中看。幽壑鱼龙悲啸，倒影星辰摇动，海气夜漫漫。涌起白银阙，危驻紫金山。  表独立，飞霞佩，切云冠。漱冰濯雪，眇视万里一毫端。回首三山何处，闻道群仙笑我，要我欲俱还。挥手从此去，翳凤更骖鸾。
